task,condition,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label
improve_the_stapler_with_many_specific_enhancements,high_steering,59854,20.0,0.0,2,2,verb followed by preposition or determiner
improve_the_stapler_with_many_specific_enhancements,high_steering,4978,20.0,0.0,2,2,loose or damaged parts
improve_the_stapler_with_many_specific_enhancements,high_steering,64815,20.0,0.0,2,2,"environment can, structures of, dream may, publicly disclosed, downtown has"
improve_the_stapler_with_many_specific_enhancements,high_steering,28714,20.0,0.0,2,2,lists of software or technologies
improve_the_stapler_with_many_specific_enhancements,high_steering,57631,20.0,0.0,2,2,tools and applications
improve_the_stapler_with_many_specific_enhancements,high_steering,33163,20.0,0.0,2,2,not edible
improve_the_stapler_with_many_specific_enhancements,high_steering,752,20.0,0.0,2,2,"systems, tools, bots, programs, statements, devices"
improve_the_stapler_with_many_specific_enhancements,high_steering,53451,20.0,0.0,2,2,determiner followed by noun/adjective
improve_the_stapler_with_many_specific_enhancements,high_steering,47831,20.0,0.0,2,2,very and its follow-ups
improve_the_stapler_with_many_specific_enhancements,high_steering,17375,19.0,0.0,2,2,convenience
improve_the_stapler_with_many_specific_enhancements,high_steering,130,19.0,0.0,2,2,ordering or recommending actions
improve_the_stapler_with_many_specific_enhancements,high_steering,16447,19.0,0.0,2,2,describing or defining concepts
improve_the_stapler_with_many_specific_enhancements,high_steering,2093,19.0,0.0,2,2,GPS signals
improve_the_stapler_with_many_specific_enhancements,high_steering,56517,19.0,0.0,2,2,digital transformation and inventors
improve_the_stapler_with_many_specific_enhancements,high_steering,5572,19.0,0.0,2,2,can provide permission
improve_the_stapler_with_many_specific_enhancements,high_steering,16948,19.0,0.0,2,2,concept followed by application
improve_the_stapler_with_many_specific_enhancements,high_steering,20925,19.0,0.0,2,2,create sketches
improve_the_stapler_with_many_specific_enhancements,high_steering,5605,19.0,0.0,2,2,spunbond nonwoven
improve_the_stapler_with_many_specific_enhancements,high_steering,9103,19.0,0.0,2,2,of limited
improve_the_stapler_with_many_specific_enhancements,high_steering,58000,18.0,0.0,2,2,grip and traction
improve_the_stapler_with_many_specific_enhancements,high_steering,24326,18.0,0.0,2,2,"efficient, fast, or easy methods"
improve_the_stapler_with_many_specific_enhancements,high_steering,27131,18.0,0.0,2,2,"HTTP, Czech, perfectionism"
improve_the_stapler_with_many_specific_enhancements,high_steering,26671,18.0,0.0,2,2,names of media and companies
improve_the_stapler_with_many_specific_enhancements,high_steering,42982,18.0,0.0,2,2,famous or popular things
improve_the_stapler_with_many_specific_enhancements,high_steering,52415,18.0,0.0,2,2,structured data separators
improve_the_stapler_with_many_specific_enhancements,high_steering,39351,18.0,0.0,2,2,use for presentation advice
improve_the_stapler_with_many_specific_enhancements,high_steering,5284,18.0,0.0,2,2,tool parts
improve_the_stapler_with_many_specific_enhancements,high_steering,64645,18.0,0.0,2,2,a followed by swimming
improve_the_stapler_with_many_specific_enhancements,high_steering,11543,18.0,0.0,2,2,fine adjustment controls
improve_the_stapler_with_many_specific_enhancements,high_steering,10811,17.0,0.0,2,2,shall be able to detect/verify
improve_the_stapler_with_many_specific_enhancements,high_steering,6459,17.0,0.0,2,2,list item separators
improve_the_stapler_with_many_specific_enhancements,high_steering,44856,17.0,0.0,2,2,preceding a verb or description
improve_the_stapler_with_many_specific_enhancements,high_steering,40352,17.0,0.0,2,2,"listing concepts, student outcomes"
improve_the_stapler_with_many_specific_enhancements,high_steering,62550,17.0,0.0,2,2,design and features
improve_the_stapler_with_many_specific_enhancements,high_steering,39968,17.0,0.0,2,2,"Delivery, coin, Poland, drugs"
improve_the_stapler_with_many_specific_enhancements,high_steering,52535,17.0,0.0,2,2,improvements and features
improve_the_stapler_with_many_specific_enhancements,high_steering,7938,17.0,0.0,2,2,"create, equality, remind, look"
improve_the_stapler_with_many_specific_enhancements,high_steering,29227,17.0,0.0,2,2,custom data or simulations
improve_the_stapler_with_many_specific_enhancements,high_steering,36228,17.0,0.0,2,2,buying helpful aspects continuous types difference steps techniques repetitive improved special
improve_the_stapler_with_many_specific_enhancements,high_steering,42707,17.0,0.0,2,2,article followed by concept
improve_the_stapler_with_many_specific_enhancements,high_steering,53871,17.0,0.0,2,2,"introductions, definitions, and summaries"
improve_the_stapler_with_many_specific_enhancements,high_steering,7883,17.0,0.0,2,2,"packaging, spoons, materials, design"
improve_the_stapler_with_many_specific_enhancements,high_steering,43856,17.0,0.0,2,2,making specific predictions
improve_the_stapler_with_many_specific_enhancements,high_steering,21938,17.0,0.0,2,2,readability and correctness
improve_the_stapler_with_many_specific_enhancements,high_steering,17704,16.0,0.0,2,2,specific lists or enumerations
improve_the_stapler_with_many_specific_enhancements,high_steering,13904,16.0,0.0,2,2,stock name or technical term followed by descriptor
improve_the_stapler_with_many_specific_enhancements,high_steering,28591,16.0,0.0,2,2,examples followed by explanations
improve_the_stapler_with_many_specific_enhancements,high_steering,52181,16.0,0.0,2,2,specific design objectives
improve_the_stapler_with_many_specific_enhancements,high_steering,27045,16.0,0.0,2,2,"steps, concepts, ways"
improve_the_stapler_with_many_specific_enhancements,high_steering,32804,16.0,0.0,2,2,"stable diffusion, language model, running"
improve_the_stapler_with_many_specific_enhancements,high_steering,63823,16.0,0.0,2,2,list items and concepts
improve_the_stapler_with_many_specific_enhancements,high_steering,14050,16.0,0.0,2,2,block or obstruction
improve_the_stapler_with_many_specific_enhancements,high_steering,11011,16.0,0.0,2,2,"your model, query SQL, failure, music"
improve_the_stapler_with_many_specific_enhancements,high_steering,52735,16.0,0.0,2,2,make things easier
improve_the_stapler_with_many_specific_enhancements,high_steering,21288,16.0,0.0,2,2,"figure, B, fit"
improve_the_stapler_with_many_specific_enhancements,high_steering,48693,16.0,0.0,2,2,reliable software and systems
improve_the_stapler_with_many_specific_enhancements,high_steering,45077,16.0,0.0,2,2,"create, edit, share, manage, documentation, purpose"
improve_the_stapler_with_many_specific_enhancements,high_steering,34658,16.0,0.0,2,2,requests and announcements
improve_the_stapler_with_many_specific_enhancements,high_steering,1922,16.0,0.0,2,2,installations like device or other
improve_the_stapler_with_many_specific_enhancements,high_steering,54216,16.0,0.0,2,2,built-in
improve_the_stapler_with_many_specific_enhancements,high_steering,45470,15.0,0.0,2,2,maintenance and repairs
improve_the_stapler_with_many_specific_enhancements,high_steering,10129,15.0,0.0,2,2,list items in quotes or brackets
improve_the_stapler_with_many_specific_enhancements,high_steering,4262,15.0,0.0,2,2,components and parts
improve_the_stapler_with_many_specific_enhancements,high_steering,55398,15.0,0.0,2,2,"names, addresses, phone numbers, motivation, spiritual, analytics toolkit, caring"
improve_the_stapler_with_many_specific_enhancements,high_steering,40171,15.0,0.0,2,2,"towering buildings, my trusty, some pain"
improve_the_stapler_with_many_specific_enhancements,high_steering,45839,15.0,0.0,2,2,"json, react, code syntax"
improve_the_stapler_with_many_specific_enhancements,high_steering,42965,15.0,0.0,2,2,list items
improve_the_stapler_with_many_specific_enhancements,high_steering,23142,15.0,0.0,2,2,"financial, service, sales, marketing, statistical, economic, culinary"
improve_the_stapler_with_many_specific_enhancements,high_steering,53087,15.0,0.0,2,2,made of materials
improve_the_stapler_with_many_specific_enhancements,high_steering,56198,15.0,0.0,2,2,carefully remove or knife off
improve_the_stapler_with_many_specific_enhancements,high_steering,48239,15.0,0.0,2,2,"JavaScript, VB.NET, HTML, CSS"
improve_the_stapler_with_many_specific_enhancements,high_steering,59731,15.0,0.0,2,2,verbs followed by quantifiers or specifics
improve_the_stapler_with_many_specific_enhancements,high_steering,53746,15.0,0.0,2,2,predicting causes of problems
improve_the_stapler_with_many_specific_enhancements,high_steering,30462,15.0,0.0,2,2,"politics, furniture, disability, summer"
improve_the_stapler_with_many_specific_enhancements,high_steering,25460,14.0,0.0,2,2,finish inside
improve_the_stapler_with_many_specific_enhancements,high_steering,42228,14.0,0.0,2,2,and context prediction
improve_the_stapler_with_many_specific_enhancements,high_steering,44848,14.0,0.0,2,2,"done through, such as, emphasizes, including"
improve_the_stapler_with_many_specific_enhancements,high_steering,45453,14.0,0.0,2,2,entangled
improve_the_stapler_with_many_specific_enhancements,high_steering,44412,14.0,0.0,2,2,potential growth self constructor memory
improve_the_stapler_with_many_specific_enhancements,high_steering,10984,14.0,0.0,2,2,prevent breakdown
improve_the_stapler_with_many_specific_enhancements,high_steering,27874,14.0,0.0,2,2,linking contrasting states
improve_the_stapler_with_many_specific_enhancements,high_steering,64908,14.0,0.0,2,2,low maintenance and cost
improve_the_stapler_with_many_specific_enhancements,high_steering,50846,14.0,0.0,2,2,"amenities, features, components"
improve_the_stapler_with_many_specific_enhancements,high_steering,44482,14.0,0.0,2,2,lists after specific words
improve_the_stapler_with_many_specific_enhancements,high_steering,63253,14.0,0.0,2,2,product attributes and evaluations
improve_the_stapler_with_many_specific_enhancements,high_steering,33191,14.0,0.0,2,2,proper caution / make sure
improve_the_stapler_with_many_specific_enhancements,high_steering,9829,14.0,0.0,2,2,your study or possible explanations
improve_the_stapler_with_many_specific_enhancements,high_steering,43178,14.0,0.0,2,2,ad campaign marketing
improve_the_stapler_with_many_specific_enhancements,high_steering,62494,14.0,0.0,2,2,Smooth Writing Performance
improve_the_stapler_with_many_specific_enhancements,high_steering,52182,14.0,0.0,2,2,reduce human error
improve_the_stapler_with_many_specific_enhancements,high_steering,5941,14.0,0.0,2,2,structural delimiters often preceding content
improve_the_stapler_with_many_specific_enhancements,high_steering,4914,14.0,0.0,2,2,greenhouse gases
improve_the_stapler_with_many_specific_enhancements,high_steering,41999,13.0,0.0,2,2,intended to monitor or measure
improve_the_stapler_with_many_specific_enhancements,high_steering,45101,13.0,0.0,2,2,metal and steel objects
improve_the_stapler_with_many_specific_enhancements,high_steering,43327,13.0,0.0,2,2,common phrases start
improve_the_stapler_with_many_specific_enhancements,high_steering,4922,13.0,0.0,2,2,programming libraries and modules
improve_the_stapler_with_many_specific_enhancements,high_steering,58220,13.0,0.0,2,2,theme provider
improve_the_stapler_with_many_specific_enhancements,high_steering,8030,13.0,0.0,2,2,event details
improve_the_stapler_with_many_specific_enhancements,high_steering,60029,13.0,0.0,2,2,"hunt, invasion, abuse, hunger, mountain, store"
improve_the_stapler_with_many_specific_enhancements,high_steering,15738,13.0,0.0,2,2,list items: descriptive phrases
improve_the_stapler_with_many_specific_enhancements,high_steering,61591,13.0,0.0,2,2,rust-resistant primer
improve_the_stapler_with_many_specific_enhancements,high_steering,34834,13.0,0.0,2,2,for purpose or target
improve_the_stapler_with_many_specific_enhancements,high_steering,25605,13.0,0.0,2,2,cutting metal for automotive
improve_the_stapler_with_many_specific_enhancements,high_steering,21025,13.0,0.0,2,2,"your taxes, your analysis"
improve_the_stapler_with_many_specific_enhancements,high_steering,43073,13.0,0.0,2,2,explaining and in addition
improve_the_stapler_with_many_specific_enhancements,high_steering,22770,13.0,0.0,2,2,"number, software, question, personal, built, innovative, stereotypes, concept, anime, translation, problem"
