dataset_kind,dose_id,dose_rank,input_strengths,feature_indices,source_run,summary_scope,task,condition,reward,rank,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,130,1,13951,5.65625,0.0,40,40,sum of products for game outcomes
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,130,2,60836,5.5625,0.0,40,40,multiplication and digits
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,130,3,18259,4.6875,0.0,40,40,"comparisons with ""than"""
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,130,4,57461,4.65625,0.0,40,40,"expectation, anticipation, prediction"
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,130,5,36960,4.53125,0.0,40,40,half and remaining counts
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,130,6,5007,4.375,0.0,40,40,mathematical expressions
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,130,7,17284,4.0625,0.0,40,40,0.5 scaling and figures
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,130,8,57580,3.93046875,0.9018342717544814,38,40,attraction and desire
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,130,9,20504,3.909765625,0.1313098589319782,40,40,safe contexts
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,130,10,6322,3.75,0.0,40,40,calculations
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,135,1,7424,6.1796875,0.0206699321176921,40,40,comes with/in/from
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,135,2,13951,5.625,0.0,40,40,sum of products for game outcomes
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,135,3,57461,4.65625,0.0,40,40,"expectation, anticipation, prediction"
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,135,4,18259,4.50390625,0.1550244908826908,40,40,"comparisons with ""than"""
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,135,5,6322,4.263671875,0.2118668042063441,40,40,calculations
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,135,6,60836,4.16796875,0.5270832690011489,40,40,multiplication and digits
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,135,7,17284,4.03125,0.0,40,40,0.5 scaling and figures
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,135,8,36960,4.021484375,0.2635416345005744,40,40,half and remaining counts
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,135,9,20504,3.9609375,0.0206699321176921,40,40,safe contexts
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,135,10,12990,3.7734375,0.0206699321176921,40,40,discussing risks and guarantees
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,140,1,31084,6.465625,1.0356864797683705,39,40,willing to
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,140,2,13951,5.65625,0.0,40,40,sum of products for game outcomes
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,140,3,18259,4.6875,0.0,40,40,"comparisons with ""than"""
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,140,4,57461,4.625,0.0,40,40,"expectation, anticipation, prediction"
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,140,5,6322,4.40625,0.0,40,40,calculations
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,140,6,57580,4.0828125,0.6537732279573308,39,40,attraction and desire
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,140,7,20504,4.0625,0.0,40,40,safe contexts
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,140,8,17284,4.0,0.0,40,40,0.5 scaling and figures
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,140,9,60836,3.953125,0.0,40,40,multiplication and digits
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,140,10,12990,3.9015625,0.0204323387978851,40,40,discussing risks and guarantees
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,145,1,31084,6.228125,1.7752393104522537,37,40,willing to
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,145,2,13951,5.65625,0.0,40,40,sum of products for game outcomes
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,145,3,18259,4.65625,0.0,40,40,"comparisons with ""than"""
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,145,4,57461,4.625,0.0,40,40,"expectation, anticipation, prediction"
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,145,5,6322,4.375,0.0,40,40,calculations
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,145,6,36960,4.25,0.0,40,40,half and remaining counts
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,145,7,17284,4.03125,0.0,40,40,0.5 scaling and figures
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,145,8,60836,3.984375,0.0,40,40,multiplication and digits
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,145,9,20504,3.984375,0.0,40,40,safe contexts
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,145,10,57580,3.90234375,1.1111822317461872,37,40,attraction and desire
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,150,1,3165,5.6875,0.0,40,40,multiples and comparisons
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,150,2,13951,5.625,0.0,40,40,sum of products for game outcomes
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,150,3,45326,5.34375,0.0,40,40,equal opportunity and representation
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,150,4,11007,4.71875,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,150,5,46963,4.40625,0.0,40,40,expressing certainty
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,150,6,65310,4.34375,0.0,40,40,amount of
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,150,7,57461,4.125,0.0,40,40,"expectation, anticipation, prediction"
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,150,8,48258,4.0,0.0,40,40,roles and fields
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,150,9,53370,3.96875,0.0,40,40,rewarding positive outcomes
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,150,10,8956,3.953125,0.0,40,40,balance
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,155,1,31084,6.71796875,0.047128222287058,40,40,willing to
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,155,2,13951,5.625,0.0,40,40,sum of products for game outcomes
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,155,3,57461,4.625,0.0,40,40,"expectation, anticipation, prediction"
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,155,4,18259,4.5625,0.0,40,40,"comparisons with ""than"""
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,155,5,6322,4.40625,0.0,40,40,calculations
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,155,6,57580,4.21875,0.0,40,40,attraction and desire
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,155,7,17284,4.0625,0.0,40,40,0.5 scaling and figures
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,155,8,37255,4.00390625,0.205774487360405,40,40,"willingness, unwillingness, and need"
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,155,9,20504,3.984375,0.0,40,40,safe contexts
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,155,10,60836,3.984375,0.0,40,40,multiplication and digits
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,160,1,31084,5.978125,1.993130291620444,36,40,willing to
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,160,2,13951,5.625,0.0,40,40,sum of products for game outcomes
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,160,3,57461,4.65625,0.0,40,40,"expectation, anticipation, prediction"
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,160,4,18259,4.421875,0.703125,40,40,"comparisons with ""than"""
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,160,5,6322,4.321875,0.0656249999999718,40,40,calculations
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,160,6,17284,4.0828125,0.0328125000000129,40,40,0.5 scaling and figures
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,160,7,60836,3.9265625,0.0796874999999919,40,40,multiplication and digits
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,160,8,12990,3.853515625,0.2410934841824515,40,40,discussing risks and guarantees
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,160,9,57580,3.76875,1.2562500000000003,36,40,attraction and desire
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,160,10,26699,3.71875,0.0,40,40,making a choice
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,165,1,31084,6.61796875,0.0422091958100849,40,40,willing to
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,165,2,13951,5.625,0.0,40,40,sum of products for game outcomes
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,165,3,18259,4.71328125,0.0118739719951206,40,40,"comparisons with ""than"""
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,165,4,57461,4.625,0.0,40,40,"expectation, anticipation, prediction"
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,165,5,36960,4.34375,0.0,40,40,half and remaining counts
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,165,6,6322,4.3125,0.0,40,40,calculations
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,165,7,57580,4.16171875,0.0118739719948214,40,40,attraction and desire
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,165,8,17284,4.0625,0.0,40,40,0.5 scaling and figures
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,165,9,60836,4.03125,0.0,40,40,multiplication and digits
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,165,10,20504,3.997265625,0.0059369859975603,40,40,safe contexts
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,170,1,31084,6.696875,0.0617928747914863,40,40,willing to
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,170,2,13951,5.625,0.0,40,40,sum of products for game outcomes
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,170,3,18259,4.65625,0.0,40,40,"comparisons with ""than"""
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,170,4,57461,4.625,0.0,40,40,"expectation, anticipation, prediction"
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,170,5,6322,4.34375,0.0,40,40,calculations
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,170,6,57580,4.1875,0.0,40,40,attraction and desire
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,170,7,20504,4.0625,0.0,40,40,safe contexts
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,170,8,36960,4.0625,0.0,40,40,half and remaining counts
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,170,9,17284,4.0625,0.0,40,40,0.5 scaling and figures
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,170,10,60836,4.0,0.0,40,40,multiplication and digits
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,175,1,13951,5.65625,0.0,40,40,sum of products for game outcomes
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,175,2,36960,4.0998046875,1.1864182052100385,40,40,half and remaining counts
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,175,3,57461,4.046875,1.5295749767092164,35,40,"expectation, anticipation, prediction"
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,175,4,60836,3.84453125,1.6110577898227103,35,40,multiplication and digits
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,175,5,26699,3.71875,0.0,40,40,making a choice
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,175,6,48258,3.65625,0.0,40,40,roles and fields
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,175,7,6322,3.65,1.3899085232938897,35,40,calculations
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,175,8,47380,3.546875,0.0,40,40,user's choice or preference
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,175,9,18259,3.494921875,1.035192437457093,40,40,"comparisons with ""than"""
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,175,10,17284,3.46171875,1.3112249666193578,35,40,0.5 scaling and figures
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,180,1,13951,5.65625,0.0,40,40,sum of products for game outcomes
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,180,2,11007,4.092578125,0.9287376154488468,40,40,"gar, gu, guarantee, assure"
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,180,3,46963,3.847265625,0.4323001183599004,40,40,expressing certainty
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,180,4,35492,3.7265625,2.151531862526965,30,40,probability and percentages
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,180,5,26699,3.71875,0.0,40,40,making a choice
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,180,6,17968,3.70546875,0.4346524237735084,40,40,potential risks and consequences
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,180,7,48258,3.609375,0.0,40,40,roles and fields
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,180,8,47380,3.5625,0.0,40,40,user's choice or preference
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,180,9,47878,3.530859375,0.4442076136816383,40,40,"50 Shades, years, amounts"
safe_risky,risk_05_03,3,"0.5,0.3","184,4237",runs/open_sae_dose_sweeps/full/safe_risky/risk_05_03,condition_reward,safe_risky_choice,dose_risk_05_03,180,10,14161,3.3515625,1.935025511580855,30,40,significant impact or contribution
safe_risky,risk_06_04,4,"0.6,0.4","184,4237",runs/safe_risky_open_sae_steering_lite_full,condition_reward,safe_risky_choice,lite_steering,10,1,4162,5.4125,0.4898979485566412,40,40,risk or possibility
safe_risky,risk_06_04,4,"0.6,0.4","184,4237",runs/safe_risky_open_sae_steering_lite_full,condition_reward,safe_risky_choice,lite_steering,10,2,13951,5.3125,0.0,40,40,sum of products for game outcomes
safe_risky,risk_06_04,4,"0.6,0.4","184,4237",runs/safe_risky_open_sae_steering_lite_full,condition_reward,safe_risky_choice,lite_steering,10,3,11007,5.15625,0.0,40,40,"gar, gu, guarantee, assure"
safe_risky,risk_06_04,4,"0.6,0.4","184,4237",runs/safe_risky_open_sae_steering_lite_full,condition_reward,safe_risky_choice,lite_steering,10,4,56793,4.71875,0.0,40,40,guaranteed or guarantee
safe_risky,risk_06_04,4,"0.6,0.4","184,4237",runs/safe_risky_open_sae_steering_lite_full,condition_reward,safe_risky_choice,lite_steering,10,5,46963,4.34375,0.0,40,40,expressing certainty
safe_risky,risk_06_04,4,"0.6,0.4","184,4237",runs/safe_risky_open_sae_steering_lite_full,condition_reward,safe_risky_choice,lite_steering,10,6,53370,4.0,0.0,40,40,rewarding positive outcomes
safe_risky,risk_06_04,4,"0.6,0.4","184,4237",runs/safe_risky_open_sae_steering_lite_full,condition_reward,safe_risky_choice,lite_steering,10,7,60228,3.9625,1.1175796951448254,40,40,"artificial intelligence, such as, due to"
safe_risky,risk_06_04,4,"0.6,0.4","184,4237",runs/safe_risky_open_sae_steering_lite_full,condition_reward,safe_risky_choice,lite_steering,10,8,47380,3.953125,0.0,40,40,user's choice or preference
safe_risky,risk_06_04,4,"0.6,0.4","184,4237",runs/safe_risky_open_sae_steering_lite_full,condition_reward,safe_risky_choice,lite_steering,10,9,26699,3.875,0.0,40,40,making a choice
safe_risky,risk_06_04,4,"0.6,0.4","184,4237",runs/safe_risky_open_sae_steering_lite_full,condition_reward,safe_risky_choice,lite_steering,10,10,48258,3.6828125,0.1355057799735856,40,40,roles and fields
safe_risky,risk_06_04,4,"0.6,0.4","184,4237",runs/safe_risky_open_sae_steering_lite_full,condition_reward,safe_risky_choice,lite_steering,15,1,5107,6.90703125,0.043910142176216,40,40,result in outcomes
