condition,reward,response_index,old_top10_count,new_top10_count,label_overlap_count,label_overlap_fraction_of_old,label_overlap
prompting,20,19,0,10,0,,
prompting,20,20,0,10,0,,
prompting,20,21,0,10,0,,
prompting,20,22,0,10,0,,
prompting,20,23,0,10,0,,
prompting,20,24,0,10,0,,
prompting,20,25,0,10,0,,
prompting,20,26,0,10,0,,
prompting,20,27,0,10,0,,
prompting,20,28,0,10,0,,
prompting,20,29,0,10,0,,
prompting,20,30,0,10,0,,
prompting,20,31,0,10,0,,
prompting,20,32,0,10,0,,
prompting,20,33,0,10,0,,
prompting,20,34,0,10,0,,
prompting,20,35,0,10,0,,
prompting,20,36,0,10,0,,
prompting,20,37,0,10,0,,
prompting,20,38,0,10,0,,
prompting,20,39,0,10,0,,
prompting,20,40,0,10,0,,
prompting,25,1,0,10,0,,
prompting,25,2,0,10,0,,
prompting,25,3,0,10,0,,
prompting,25,4,0,10,0,,
prompting,25,5,0,10,0,,
prompting,25,6,0,10,0,,
prompting,25,7,0,10,0,,
prompting,25,8,0,10,0,,
prompting,25,9,0,10,0,,
prompting,25,10,0,10,0,,
prompting,25,11,0,10,0,,
prompting,25,12,0,10,0,,
prompting,25,13,0,10,0,,
prompting,25,14,0,10,0,,
prompting,25,15,0,10,0,,
prompting,25,16,0,10,0,,
prompting,25,17,0,10,0,,
prompting,25,18,0,10,0,,
prompting,25,19,0,10,0,,
prompting,25,20,0,10,0,,
prompting,25,21,0,10,0,,
prompting,25,22,0,10,0,,
prompting,25,23,0,10,0,,
prompting,25,24,0,10,0,,
prompting,25,25,0,10,0,,
prompting,25,26,0,10,0,,
prompting,25,27,0,10,0,,
prompting,25,28,0,10,0,,
prompting,25,29,0,10,0,,
prompting,25,30,0,10,0,,
prompting,25,31,0,10,0,,
prompting,25,32,0,10,0,,
prompting,25,33,0,10,0,,
prompting,25,34,0,10,0,,
prompting,25,35,0,10,0,,
prompting,25,36,0,10,0,,
prompting,25,37,0,10,0,,
prompting,25,38,0,10,0,,
prompting,25,39,0,10,0,,
prompting,25,40,0,10,0,,
prompting,30,1,0,10,0,,
prompting,30,2,0,10,0,,
prompting,30,3,0,10,0,,
prompting,30,4,0,10,0,,
prompting,30,5,0,10,0,,
prompting,30,6,0,10,0,,
prompting,30,7,0,10,0,,
prompting,30,8,0,10,0,,
prompting,30,9,0,10,0,,
prompting,30,10,0,10,0,,
prompting,30,11,0,10,0,,
prompting,30,12,0,9,0,,
prompting,30,13,0,10,0,,
prompting,30,14,0,10,0,,
prompting,30,15,0,10,0,,
prompting,30,16,0,9,0,,
prompting,30,17,0,10,0,,
prompting,30,18,0,10,0,,
prompting,30,19,0,10,0,,
prompting,30,20,0,10,0,,
prompting,30,21,0,10,0,,
prompting,30,22,0,10,0,,
prompting,30,23,0,10,0,,
prompting,30,24,0,10,0,,
prompting,30,25,0,10,0,,
prompting,30,26,0,10,0,,
prompting,30,27,0,10,0,,
prompting,30,28,0,10,0,,
prompting,30,29,0,10,0,,
prompting,30,30,0,10,0,,
prompting,30,31,0,10,0,,
prompting,30,32,0,10,0,,
prompting,30,33,0,10,0,,
prompting,30,34,0,10,0,,
prompting,30,35,0,10,0,,
prompting,30,36,0,10,0,,
prompting,30,37,0,10,0,,
prompting,30,38,0,10,0,,
prompting,30,39,0,10,0,,
prompting,30,40,0,10,0,,
prompting,35,1,0,10,0,,
prompting,35,2,0,10,0,,
prompting,35,3,0,10,0,,
prompting,35,4,0,10,0,,
prompting,35,5,0,10,0,,
prompting,35,6,0,10,0,,
prompting,35,7,0,10,0,,
prompting,35,8,0,10,0,,
prompting,35,9,0,10,0,,
prompting,35,10,0,10,0,,
prompting,35,11,0,10,0,,
prompting,35,12,0,10,0,,
prompting,35,13,0,10,0,,
prompting,35,14,0,10,0,,
prompting,35,15,0,10,0,,
prompting,35,16,0,10,0,,
prompting,35,17,0,10,0,,
prompting,35,18,0,10,0,,
prompting,35,19,0,10,0,,
prompting,35,20,0,10,0,,
prompting,35,21,0,10,0,,
prompting,35,22,0,10,0,,
prompting,35,23,0,10,0,,
prompting,35,24,0,10,0,,
prompting,35,25,0,10,0,,
prompting,35,26,0,10,0,,
prompting,35,27,0,10,0,,
prompting,35,28,0,10,0,,
prompting,35,29,0,10,0,,
prompting,35,30,0,10,0,,
prompting,35,31,0,10,0,,
prompting,35,32,0,10,0,,
prompting,35,33,0,10,0,,
prompting,35,34,0,10,0,,
prompting,35,35,0,10,0,,
prompting,35,36,0,10,0,,
prompting,35,37,0,10,0,,
prompting,35,38,0,10,0,,
prompting,35,39,0,10,0,,
prompting,35,40,0,10,0,,
prompting,40,1,0,10,0,,
prompting,40,2,0,10,0,,
prompting,40,3,0,10,0,,
prompting,40,4,0,10,0,,
prompting,40,5,0,10,0,,
prompting,40,6,0,10,0,,
prompting,40,7,0,10,0,,
prompting,40,8,0,10,0,,
prompting,40,9,0,10,0,,
prompting,40,10,0,10,0,,
prompting,40,11,0,10,0,,
prompting,40,12,0,9,0,,
prompting,40,13,0,10,0,,
prompting,40,14,0,10,0,,
prompting,40,15,0,10,0,,
prompting,40,16,0,10,0,,
prompting,40,17,0,10,0,,
prompting,40,18,0,10,0,,
prompting,40,19,0,10,0,,
prompting,40,20,0,10,0,,
prompting,40,21,0,10,0,,
prompting,40,22,0,10,0,,
prompting,40,23,0,10,0,,
prompting,40,24,0,10,0,,
prompting,40,25,0,10,0,,
prompting,40,26,0,10,0,,
prompting,40,27,0,10,0,,
prompting,40,28,0,10,0,,
prompting,40,29,0,10,0,,
prompting,40,30,0,10,0,,
prompting,40,31,0,10,0,,
prompting,40,32,0,10,0,,
prompting,40,33,0,10,0,,
prompting,40,34,0,10,0,,
prompting,40,35,0,10,0,,
prompting,40,36,0,10,0,,
prompting,40,37,0,10,0,,
prompting,40,38,0,10,0,,
prompting,40,39,0,10,0,,
prompting,40,40,0,10,0,,
prompting,45,1,0,10,0,,
prompting,45,2,0,10,0,,
prompting,45,3,0,10,0,,
prompting,45,4,0,10,0,,
prompting,45,5,0,10,0,,
prompting,45,6,0,10,0,,
prompting,45,7,0,10,0,,
prompting,45,8,0,10,0,,
prompting,45,9,0,10,0,,
prompting,45,10,0,10,0,,
prompting,45,11,0,10,0,,
prompting,45,12,0,10,0,,
prompting,45,13,0,10,0,,
prompting,45,14,0,10,0,,
prompting,45,15,0,10,0,,
prompting,45,16,0,10,0,,
prompting,45,17,0,10,0,,
prompting,45,18,0,10,0,,
prompting,45,19,0,10,0,,
prompting,45,20,0,10,0,,
prompting,45,21,0,10,0,,
prompting,45,22,0,10,0,,
prompting,45,23,0,10,0,,
prompting,45,24,0,10,0,,
prompting,45,25,0,10,0,,
prompting,45,26,0,10,0,,
prompting,45,27,0,10,0,,
prompting,45,28,0,10,0,,
prompting,45,29,0,10,0,,
prompting,45,30,0,10,0,,
prompting,45,31,0,10,0,,
prompting,45,32,0,10,0,,
prompting,45,33,0,10,0,,
prompting,45,34,0,10,0,,
prompting,45,35,0,10,0,,
prompting,45,36,0,10,0,,
prompting,45,37,0,10,0,,
prompting,45,38,0,10,0,,
prompting,45,39,0,10,0,,
prompting,45,40,0,10,0,,
prompting,50,1,0,10,0,,
prompting,50,2,0,10,0,,
prompting,50,3,0,10,0,,
prompting,50,4,0,10,0,,
prompting,50,5,0,10,0,,
prompting,50,6,0,10,0,,
prompting,50,7,0,10,0,,
prompting,50,8,0,10,0,,
prompting,50,9,0,10,0,,
prompting,50,10,0,10,0,,
prompting,50,11,0,10,0,,
prompting,50,12,0,10,0,,
prompting,50,13,0,10,0,,
prompting,50,14,0,10,0,,
prompting,50,15,0,10,0,,
prompting,50,16,0,10,0,,
prompting,50,17,0,10,0,,
prompting,50,18,0,10,0,,
prompting,50,19,0,10,0,,
prompting,50,20,0,10,0,,
prompting,50,21,0,10,0,,
prompting,50,22,0,10,0,,
prompting,50,23,0,10,0,,
prompting,50,24,0,10,0,,
prompting,50,25,0,10,0,,
prompting,50,26,0,10,0,,
prompting,50,27,0,10,0,,
prompting,50,28,0,10,0,,
prompting,50,29,0,10,0,,
prompting,50,30,0,10,0,,
prompting,50,31,0,10,0,,
prompting,50,32,0,10,0,,
prompting,50,33,0,10,0,,
prompting,50,34,0,10,0,,
prompting,50,35,0,10,0,,
prompting,50,36,0,10,0,,
prompting,50,37,0,10,0,,
prompting,50,38,0,10,0,,
prompting,50,39,0,10,0,,
prompting,50,40,0,10,0,,
prompting,55,1,0,10,0,,
prompting,55,2,0,10,0,,
prompting,55,3,0,10,0,,
prompting,55,4,0,10,0,,
prompting,55,5,0,10,0,,
prompting,55,6,0,10,0,,
prompting,55,7,0,10,0,,
prompting,55,8,0,10,0,,
prompting,55,9,0,10,0,,
prompting,55,10,0,10,0,,
prompting,55,11,0,10,0,,
prompting,55,12,0,10,0,,
prompting,55,13,0,10,0,,
prompting,55,14,0,10,0,,
prompting,55,15,0,10,0,,
prompting,55,16,0,10,0,,
prompting,55,17,0,10,0,,
prompting,55,18,0,10,0,,
prompting,55,19,0,10,0,,
prompting,55,20,0,10,0,,
prompting,55,21,0,10,0,,
prompting,55,22,0,10,0,,
prompting,55,23,0,10,0,,
prompting,55,24,0,10,0,,
prompting,55,25,0,10,0,,
prompting,55,26,0,10,0,,
prompting,55,27,0,10,0,,
prompting,55,28,0,10,0,,
prompting,55,29,0,10,0,,
prompting,55,30,0,10,0,,
prompting,55,31,0,10,0,,
prompting,55,32,0,10,0,,
prompting,55,33,0,10,0,,
prompting,55,34,0,10,0,,
prompting,55,35,0,10,0,,
prompting,55,36,0,10,0,,
prompting,55,37,0,9,0,,
prompting,55,38,0,10,0,,
prompting,55,39,0,10,0,,
prompting,55,40,0,10,0,,
prompting,60,1,0,10,0,,
prompting,60,2,0,10,0,,
prompting,60,3,0,10,0,,
prompting,60,4,0,10,0,,
prompting,60,5,0,10,0,,
prompting,60,6,0,10,0,,
prompting,60,7,0,10,0,,
prompting,60,8,0,10,0,,
prompting,60,9,0,10,0,,
prompting,60,10,0,10,0,,
prompting,60,11,0,10,0,,
prompting,60,12,0,10,0,,
prompting,60,13,0,10,0,,
prompting,60,14,0,10,0,,
prompting,60,15,0,10,0,,
prompting,60,16,0,10,0,,
prompting,60,17,0,10,0,,
prompting,60,18,0,10,0,,
prompting,60,19,0,10,0,,
prompting,60,20,0,10,0,,
prompting,60,21,0,10,0,,
prompting,60,22,0,10,0,,
prompting,60,23,0,10,0,,
prompting,60,24,0,10,0,,
prompting,60,25,0,10,0,,
prompting,60,26,0,10,0,,
prompting,60,27,0,10,0,,
prompting,60,28,0,10,0,,
prompting,60,29,0,10,0,,
prompting,60,30,0,10,0,,
prompting,60,31,0,10,0,,
prompting,60,32,0,10,0,,
prompting,60,33,0,10,0,,
prompting,60,34,0,10,0,,
prompting,60,35,0,10,0,,
prompting,60,36,0,10,0,,
prompting,60,37,0,10,0,,
prompting,60,38,0,10,0,,
prompting,60,39,0,10,0,,
prompting,60,40,0,10,0,,
prompting,65,1,0,10,0,,
prompting,65,2,0,10,0,,
prompting,65,3,0,10,0,,
prompting,65,4,0,10,0,,
prompting,65,5,0,10,0,,
prompting,65,6,0,10,0,,
prompting,65,7,0,10,0,,
prompting,65,8,0,10,0,,
prompting,65,9,0,10,0,,
prompting,65,10,0,10,0,,
prompting,65,11,0,10,0,,
prompting,65,12,0,10,0,,
prompting,65,13,0,10,0,,
prompting,65,14,0,10,0,,
prompting,65,15,0,10,0,,
prompting,65,16,0,10,0,,
prompting,65,17,0,10,0,,
prompting,65,18,0,10,0,,
prompting,65,19,0,10,0,,
prompting,65,20,0,10,0,,
prompting,65,21,0,10,0,,
prompting,65,22,0,10,0,,
prompting,65,23,0,10,0,,
prompting,65,24,0,10,0,,
prompting,65,25,0,10,0,,
prompting,65,26,0,10,0,,
prompting,65,27,0,10,0,,
prompting,65,28,0,10,0,,
prompting,65,29,0,10,0,,
prompting,65,30,0,10,0,,
prompting,65,31,0,10,0,,
prompting,65,32,0,10,0,,
prompting,65,33,0,10,0,,
prompting,65,34,0,10,0,,
prompting,65,35,0,10,0,,
prompting,65,36,0,10,0,,
prompting,65,37,0,10,0,,
prompting,65,38,0,10,0,,
prompting,65,39,0,10,0,,
prompting,65,40,0,10,0,,
prompting,70,1,0,10,0,,
prompting,70,2,0,9,0,,
prompting,70,3,0,10,0,,
prompting,70,4,0,10,0,,
prompting,70,5,0,10,0,,
prompting,70,6,0,10,0,,
prompting,70,7,0,10,0,,
prompting,70,8,0,10,0,,
prompting,70,9,0,10,0,,
prompting,70,10,0,10,0,,
prompting,70,11,0,10,0,,
prompting,70,12,0,10,0,,
prompting,70,13,0,10,0,,
prompting,70,14,0,10,0,,
prompting,70,15,0,10,0,,
prompting,70,16,0,10,0,,
prompting,70,17,0,10,0,,
prompting,70,18,0,10,0,,
prompting,70,19,0,10,0,,
prompting,70,20,0,10,0,,
prompting,70,21,0,10,0,,
prompting,70,22,0,10,0,,
prompting,70,23,0,10,0,,
prompting,70,24,0,10,0,,
prompting,70,25,0,10,0,,
prompting,70,26,0,10,0,,
prompting,70,27,0,10,0,,
prompting,70,28,0,10,0,,
prompting,70,29,0,10,0,,
prompting,70,30,0,10,0,,
prompting,70,31,0,10,0,,
prompting,70,32,0,10,0,,
prompting,70,33,0,10,0,,
prompting,70,34,0,10,0,,
prompting,70,35,0,10,0,,
prompting,70,36,0,10,0,,
prompting,70,37,0,10,0,,
prompting,70,38,0,10,0,,
prompting,70,39,0,10,0,,
prompting,70,40,0,10,0,,
prompting,75,1,0,10,0,,
prompting,75,2,0,10,0,,
prompting,75,3,0,10,0,,
prompting,75,4,0,10,0,,
prompting,75,5,0,10,0,,
prompting,75,6,0,10,0,,
prompting,75,7,0,10,0,,
prompting,75,8,0,10,0,,
prompting,75,9,0,10,0,,
prompting,75,10,0,10,0,,
prompting,75,11,0,10,0,,
prompting,75,12,0,10,0,,
prompting,75,13,0,10,0,,
prompting,75,14,0,10,0,,
prompting,75,15,0,10,0,,
prompting,75,16,0,10,0,,
prompting,75,17,0,10,0,,
prompting,75,18,0,10,0,,
prompting,75,19,0,10,0,,
prompting,75,20,0,10,0,,
prompting,75,21,0,10,0,,
prompting,75,22,0,10,0,,
prompting,75,23,0,10,0,,
prompting,75,24,0,10,0,,
prompting,75,25,0,10,0,,
prompting,75,26,0,10,0,,
prompting,75,27,0,10,0,,
prompting,75,28,0,10,0,,
prompting,75,29,0,10,0,,
prompting,75,30,0,10,0,,
prompting,75,31,0,10,0,,
prompting,75,32,0,10,0,,
prompting,75,33,0,10,0,,
prompting,75,34,0,10,0,,
prompting,75,35,0,10,0,,
prompting,75,36,0,10,0,,
prompting,75,37,0,10,0,,
prompting,75,38,0,10,0,,
prompting,75,39,0,10,0,,
prompting,75,40,0,10,0,,
prompting,80,1,0,10,0,,
prompting,80,2,0,10,0,,
prompting,80,3,0,10,0,,
prompting,80,4,0,10,0,,
prompting,80,5,0,10,0,,
prompting,80,6,0,10,0,,
prompting,80,7,0,10,0,,
prompting,80,8,0,10,0,,
prompting,80,9,0,10,0,,
prompting,80,10,0,10,0,,
prompting,80,11,0,10,0,,
prompting,80,12,0,10,0,,
prompting,80,13,0,10,0,,
prompting,80,14,0,10,0,,
prompting,80,15,0,10,0,,
prompting,80,16,0,10,0,,
prompting,80,17,0,10,0,,
prompting,80,18,0,10,0,,
prompting,80,19,0,10,0,,
prompting,80,20,0,10,0,,
prompting,80,21,0,10,0,,
prompting,80,22,0,10,0,,
prompting,80,23,0,10,0,,
prompting,80,24,0,10,0,,
prompting,80,25,0,10,0,,
prompting,80,26,0,10,0,,
prompting,80,27,0,10,0,,
prompting,80,28,0,10,0,,
prompting,80,29,0,10,0,,
prompting,80,30,0,10,0,,
prompting,80,31,0,10,0,,
prompting,80,32,0,10,0,,
prompting,80,33,0,10,0,,
prompting,80,34,0,10,0,,
prompting,80,35,0,10,0,,
prompting,80,36,0,10,0,,
prompting,80,37,0,10,0,,
prompting,80,38,0,10,0,,
prompting,80,39,0,10,0,,
prompting,80,40,0,10,0,,
prompting,85,1,0,10,0,,
prompting,85,2,0,10,0,,
prompting,85,3,0,10,0,,
prompting,85,4,0,10,0,,
prompting,85,5,0,10,0,,
prompting,85,6,0,10,0,,
prompting,85,7,0,10,0,,
prompting,85,8,0,10,0,,
prompting,85,9,0,10,0,,
prompting,85,10,0,10,0,,
prompting,85,11,0,10,0,,
prompting,85,12,0,10,0,,
prompting,85,13,0,10,0,,
prompting,85,14,0,10,0,,
prompting,85,15,0,10,0,,
prompting,85,16,0,10,0,,
prompting,85,17,0,10,0,,
prompting,85,18,0,10,0,,
prompting,85,19,0,10,0,,
prompting,85,20,0,10,0,,
prompting,85,21,0,10,0,,
prompting,85,22,0,10,0,,
prompting,85,23,0,10,0,,
prompting,85,24,0,10,0,,
prompting,85,25,0,10,0,,
prompting,85,26,0,10,0,,
prompting,85,27,0,10,0,,
prompting,85,28,0,10,0,,
prompting,85,29,0,10,0,,
prompting,85,30,0,10,0,,
prompting,85,31,0,10,0,,
prompting,85,32,0,10,0,,
prompting,85,33,0,10,0,,
prompting,85,34,0,10,0,,
prompting,85,35,0,10,0,,
prompting,85,36,0,10,0,,
prompting,85,37,0,10,0,,
prompting,85,38,0,10,0,,
prompting,85,39,0,10,0,,
prompting,85,40,0,10,0,,
prompting,90,1,0,10,0,,
prompting,90,2,0,10,0,,
prompting,90,3,0,10,0,,
prompting,90,4,0,10,0,,
prompting,90,5,0,10,0,,
prompting,90,6,0,10,0,,
prompting,90,7,0,10,0,,
prompting,90,8,0,10,0,,
prompting,90,9,0,10,0,,
prompting,90,10,0,10,0,,
prompting,90,11,0,10,0,,
prompting,90,12,0,10,0,,
prompting,90,13,0,10,0,,
prompting,90,14,0,10,0,,
prompting,90,15,0,10,0,,
prompting,90,16,0,10,0,,
prompting,90,17,0,10,0,,
prompting,90,18,0,10,0,,
prompting,90,19,0,10,0,,
prompting,90,20,0,10,0,,
prompting,90,21,0,10,0,,
prompting,90,22,0,10,0,,
prompting,90,23,0,10,0,,
prompting,90,24,0,10,0,,
prompting,90,25,0,10,0,,
prompting,90,26,0,10,0,,
prompting,90,27,0,10,0,,
prompting,90,28,0,10,0,,
prompting,90,29,0,10,0,,
prompting,90,30,0,10,0,,
prompting,90,31,0,10,0,,
prompting,90,32,0,10,0,,
prompting,90,33,0,10,0,,
prompting,90,34,0,10,0,,
prompting,90,35,0,10,0,,
prompting,90,36,0,10,0,,
prompting,90,37,0,10,0,,
prompting,90,38,0,10,0,,
prompting,90,39,0,10,0,,
prompting,90,40,0,10,0,,
steering,,1,18,0,0,0.0,
steering,,2,17,0,0,0.0,
steering,,3,19,0,0,0.0,
steering,,4,17,0,0,0.0,
steering,,5,18,0,0,0.0,
steering,,6,16,0,0,0.0,
steering,,7,18,0,0,0.0,
steering,,8,21,0,0,0.0,
steering,,9,17,0,0,0.0,
steering,,10,18,0,0,0.0,
steering,,11,20,0,0,0.0,
steering,,12,18,0,0,0.0,
steering,,13,19,0,0,0.0,
steering,,14,20,0,0,0.0,
steering,,15,17,0,0,0.0,
steering,,16,16,0,0,0.0,
steering,,17,17,0,0,0.0,
steering,,18,18,0,0,0.0,
steering,,19,17,0,0,0.0,
steering,,20,21,0,0,0.0,
steering,,21,17,0,0,0.0,
steering,,22,19,0,0,0.0,
steering,,23,16,0,0,0.0,
steering,,24,20,0,0,0.0,
steering,,25,20,0,0,0.0,
steering,,26,20,0,0,0.0,
steering,,27,18,0,0,0.0,
steering,,28,18,0,0,0.0,
steering,,29,19,0,0,0.0,
steering,,30,17,0,0,0.0,
steering,,31,16,0,0,0.0,
steering,,32,19,0,0,0.0,
steering,,33,18,0,0,0.0,
steering,,34,18,0,0,0.0,
steering,,35,17,0,0,0.0,
steering,,36,18,0,0,0.0,
steering,,37,17,0,0,0.0,
steering,,38,16,0,0,0.0,
steering,,39,16,0,0,0.0,
steering,,40,17,0,0,0.0,
steering,10,1,0,10,0,,
steering,10,2,0,10,0,,
steering,10,3,0,10,0,,
steering,10,4,0,10,0,,
steering,10,5,0,10,0,,
steering,10,6,0,10,0,,
steering,10,7,0,10,0,,
steering,10,8,0,10,0,,
steering,10,9,0,10,0,,
steering,10,10,0,10,0,,
steering,10,11,0,10,0,,
steering,10,12,0,10,0,,
steering,10,13,0,10,0,,
steering,10,14,0,10,0,,
steering,10,15,0,10,0,,
steering,10,16,0,10,0,,
steering,10,17,0,10,0,,
steering,10,18,0,10,0,,
steering,10,19,0,10,0,,
steering,10,20,0,10,0,,
steering,10,21,0,10,0,,
steering,10,22,0,10,0,,
steering,10,23,0,10,0,,
steering,10,24,0,10,0,,
steering,10,25,0,10,0,,
steering,10,26,0,10,0,,
steering,10,27,0,10,0,,
steering,10,28,0,10,0,,
steering,10,29,0,10,0,,
steering,10,30,0,10,0,,
steering,10,31,0,10,0,,
steering,10,32,0,10,0,,
steering,10,33,0,10,0,,
steering,10,34,0,10,0,,
steering,10,35,0,10,0,,
steering,10,36,0,10,0,,
steering,10,37,0,10,0,,
steering,10,38,0,10,0,,
steering,10,39,0,10,0,,
steering,10,40,0,10,0,,
steering,15,1,0,10,0,,
steering,15,2,0,10,0,,
steering,15,3,0,10,0,,
steering,15,4,0,10,0,,
steering,15,5,0,10,0,,
steering,15,6,0,10,0,,
steering,15,7,0,10,0,,
steering,15,8,0,10,0,,
steering,15,9,0,10,0,,
steering,15,10,0,10,0,,
steering,15,11,0,10,0,,
steering,15,12,0,10,0,,
steering,15,13,0,10,0,,
steering,15,14,0,10,0,,
steering,15,15,0,10,0,,
steering,15,16,0,10,0,,
steering,15,17,0,10,0,,
steering,15,18,0,10,0,,
steering,15,19,0,10,0,,
steering,15,20,0,10,0,,
steering,15,21,0,10,0,,
steering,15,22,0,10,0,,
steering,15,23,0,10,0,,
steering,15,24,0,10,0,,
steering,15,25,0,10,0,,
steering,15,26,0,10,0,,
steering,15,27,0,10,0,,
steering,15,28,0,10,0,,
steering,15,29,0,10,0,,
steering,15,30,0,10,0,,
steering,15,31,0,10,0,,
steering,15,32,0,10,0,,
steering,15,33,0,10,0,,
steering,15,34,0,10,0,,
steering,15,35,0,10,0,,
steering,15,36,0,10,0,,
steering,15,37,0,10,0,,
steering,15,38,0,10,0,,
steering,15,39,0,10,0,,
steering,15,40,0,10,0,,
steering,20,1,0,10,0,,
steering,20,2,0,10,0,,
steering,20,3,0,10,0,,
steering,20,4,0,10,0,,
steering,20,5,0,10,0,,
steering,20,6,0,10,0,,
steering,20,7,0,10,0,,
steering,20,8,0,10,0,,
steering,20,9,0,10,0,,
steering,20,10,0,10,0,,
steering,20,11,0,10,0,,
steering,20,12,0,10,0,,
steering,20,13,0,10,0,,
steering,20,14,0,10,0,,
steering,20,15,0,10,0,,
steering,20,16,0,10,0,,
steering,20,17,0,10,0,,
steering,20,18,0,10,0,,
steering,20,19,0,10,0,,
steering,20,20,0,10,0,,
steering,20,21,0,10,0,,
steering,20,22,0,10,0,,
steering,20,23,0,10,0,,
steering,20,24,0,10,0,,
steering,20,25,0,10,0,,
steering,20,26,0,10,0,,
steering,20,27,0,10,0,,
steering,20,28,0,10,0,,
steering,20,29,0,10,0,,
steering,20,30,0,10,0,,
steering,20,31,0,10,0,,
steering,20,32,0,10,0,,
steering,20,33,0,10,0,,
steering,20,34,0,10,0,,
steering,20,35,0,10,0,,
steering,20,36,0,10,0,,
steering,20,37,0,10,0,,
steering,20,38,0,10,0,,
steering,20,39,0,10,0,,
steering,20,40,0,10,0,,
steering,25,1,0,10,0,,
steering,25,2,0,10,0,,
steering,25,3,0,10,0,,
steering,25,4,0,10,0,,
steering,25,5,0,10,0,,
steering,25,6,0,10,0,,
steering,25,7,0,10,0,,
steering,25,8,0,10,0,,
steering,25,9,0,10,0,,
steering,25,10,0,10,0,,
steering,25,11,0,10,0,,
steering,25,12,0,10,0,,
steering,25,13,0,10,0,,
steering,25,14,0,10,0,,
steering,25,15,0,10,0,,
steering,25,16,0,10,0,,
steering,25,17,0,10,0,,
steering,25,18,0,10,0,,
steering,25,19,0,10,0,,
steering,25,20,0,10,0,,
steering,25,21,0,10,0,,
steering,25,22,0,10,0,,
steering,25,23,0,10,0,,
steering,25,24,0,9,0,,
steering,25,25,0,10,0,,
steering,25,26,0,10,0,,
steering,25,27,0,10,0,,
steering,25,28,0,10,0,,
steering,25,29,0,10,0,,
steering,25,30,0,10,0,,
steering,25,31,0,10,0,,
steering,25,32,0,10,0,,
steering,25,33,0,10,0,,
steering,25,34,0,10,0,,
steering,25,35,0,10,0,,
steering,25,36,0,10,0,,
steering,25,37,0,10,0,,
steering,25,38,0,10,0,,
steering,25,39,0,10,0,,
steering,25,40,0,10,0,,
steering,30,1,0,10,0,,
steering,30,2,0,10,0,,
steering,30,3,0,10,0,,
steering,30,4,0,10,0,,
steering,30,5,0,10,0,,
steering,30,6,0,10,0,,
steering,30,7,0,10,0,,
steering,30,8,0,10,0,,
steering,30,9,0,10,0,,
steering,30,10,0,10,0,,
steering,30,11,0,10,0,,
steering,30,12,0,10,0,,
steering,30,13,0,10,0,,
steering,30,14,0,10,0,,
steering,30,15,0,10,0,,
steering,30,16,0,10,0,,
steering,30,17,0,10,0,,
steering,30,18,0,10,0,,
steering,30,19,0,10,0,,
steering,30,20,0,10,0,,
steering,30,21,0,10,0,,
steering,30,22,0,9,0,,
steering,30,23,0,10,0,,
steering,30,24,0,10,0,,
steering,30,25,0,10,0,,
steering,30,26,0,10,0,,
steering,30,27,0,10,0,,
steering,30,28,0,10,0,,
steering,30,29,0,10,0,,
steering,30,30,0,10,0,,
steering,30,31,0,10,0,,
steering,30,32,0,10,0,,
steering,30,33,0,10,0,,
steering,30,34,0,10,0,,
steering,30,35,0,10,0,,
steering,30,36,0,10,0,,
steering,30,37,0,10,0,,
steering,30,38,0,10,0,,
steering,30,39,0,10,0,,
steering,30,40,0,10,0,,
steering,35,1,0,10,0,,
steering,35,2,0,10,0,,
steering,35,3,0,10,0,,
steering,35,4,0,10,0,,
steering,35,5,0,10,0,,
steering,35,6,0,10,0,,
steering,35,7,0,10,0,,
steering,35,8,0,10,0,,
steering,35,9,0,10,0,,
steering,35,10,0,10,0,,
steering,35,11,0,10,0,,
steering,35,12,0,10,0,,
steering,35,13,0,10,0,,
steering,35,14,0,10,0,,
steering,35,15,0,10,0,,
steering,35,16,0,10,0,,
steering,35,17,0,10,0,,
steering,35,18,0,10,0,,
steering,35,19,0,10,0,,
steering,35,20,0,10,0,,
steering,35,21,0,10,0,,
steering,35,22,0,10,0,,
steering,35,23,0,10,0,,
steering,35,24,0,10,0,,
steering,35,25,0,10,0,,
steering,35,26,0,10,0,,
steering,35,27,0,10,0,,
steering,35,28,0,10,0,,
steering,35,29,0,10,0,,
steering,35,30,0,10,0,,
steering,35,31,0,10,0,,
steering,35,32,0,10,0,,
steering,35,33,0,10,0,,
steering,35,34,0,10,0,,
steering,35,35,0,10,0,,
steering,35,36,0,10,0,,
steering,35,37,0,10,0,,
steering,35,38,0,10,0,,
steering,35,39,0,10,0,,
steering,35,40,0,10,0,,
steering,40,1,0,10,0,,
steering,40,2,0,10,0,,
steering,40,3,0,10,0,,
steering,40,4,0,10,0,,
steering,40,5,0,10,0,,
steering,40,6,0,10,0,,
steering,40,7,0,10,0,,
steering,40,8,0,10,0,,
steering,40,9,0,10,0,,
steering,40,10,0,10,0,,
steering,40,11,0,10,0,,
steering,40,12,0,10,0,,
steering,40,13,0,10,0,,
steering,40,14,0,10,0,,
steering,40,15,0,10,0,,
steering,40,16,0,10,0,,
steering,40,17,0,10,0,,
steering,40,18,0,10,0,,
steering,40,19,0,10,0,,
steering,40,20,0,10,0,,
steering,40,21,0,10,0,,
steering,40,22,0,10,0,,
steering,40,23,0,10,0,,
